Cal_yrs_BP,RSL
3104,1.30508316
3105,1.305027027
3106,1.304970894
3107,1.304914761
3108,1.304858628
3109,1.304802495
3110,1.304746362
3111,1.304690229
3112,1.304634096
3113,1.304577963
3114,1.30452183
3115,1.304465696
3116,1.304409563
3117,1.30435343
3118,1.304297297
3119,1.304241164
3120,1.304185031
3121,1.304128898
3122,1.304072765
3123,1.304016632
3124,1.303960499
3125,1.303904366
3126,1.303848233
3127,1.3037921
3128,1.303735967
3129,1.303679834
3130,1.303623701
3131,1.303567568
3132,1.303511435
3133,1.303455301
3134,1.303399168
3135,1.303343035
3136,1.303286902
3137,1.303230769
3138,1.303174636
3139,1.303118503
3140,1.30306237
3141,1.303006237
3142,1.302950104
3143,1.302893971
3144,1.302837838
3145,1.302781705
3146,1.302725572
3147,1.302669439
3148,1.302613306
3149,1.302557173
3150,1.30250104
3151,1.302444906
3152,1.302388773
3153,1.30233264
3154,1.302276507
3155,1.302220374
3156,1.302164241
3157,1.302108108
3158,1.302051975
3159,1.301995842
3160,1.301939709
3161,1.301883576
3162,1.301827443
3163,1.30177131
3164,1.301715177
3165,1.301659044
3166,1.301602911
3167,1.301546778
3168,1.301490644
3169,1.301434511
3170,1.301378378
3171,1.301322245
3172,1.301266112
3173,1.301209979
3174,1.301153846
3175,1.301097713
3176,1.30104158
3177,1.300985447
3178,1.300929314
3179,1.300873181
3180,1.300817048
3181,1.300760915
3182,1.300704782
3183,1.300648649
3184,1.300592516
3185,1.300536383
3186,1.300480249
3187,1.300424116
3188,1.300367983
3189,1.30031185
3190,1.300255717
3191,1.300199584
3192,1.300143451
3193,1.300087318
3194,1.300031185
3195,1.299975052
3196,1.299918919
3197,1.299862786
3198,1.299806653
3199,1.29975052
3200,1.299694387
3201,1.299638254
3202,1.299582121
3203,1.299525988
3204,1.299469854
3205,1.299413721
3206,1.299357588
3207,1.299301455
3208,1.299245322
3209,1.299189189
3210,1.299133056
3211,1.299076923
3212,1.29902079
3213,1.298964657
3214,1.298908524
3215,1.298852391
3216,1.298796258
3217,1.298740125
3218,1.298683992
3219,1.298627859
3220,1.298571726
3221,1.298515593
3222,1.298459459
3223,1.298403326
3224,1.298347193
3225,1.29829106
3226,1.298234927
3227,1.298178794
3228,1.298122661
3229,1.298066528
3230,1.298010395
3231,1.297954262
3232,1.297898129
3233,1.297841996
3234,1.297785863
3235,1.29772973
3236,1.297673597
3237,1.297617464
3238,1.297561331
3239,1.297505198
3240,1.297449064
3241,1.297392931
3242,1.297336798
3243,1.297280665
3244,1.297224532
3245,1.297168399
3246,1.297112266
3247,1.297056133
3248,1.297
3249,1.296943867
3250,1.296887734
3251,1.296831601
3252,1.296775468
3253,1.296719335
3254,1.296663202
3255,1.296607069
3256,1.296550936
3257,1.296494802
3258,1.296438669
3259,1.296382536
3260,1.296326403
3261,1.29627027
3262,1.296214137
3263,1.296158004
3264,1.296101871
3265,1.296045738
3266,1.295989605
3267,1.295933472
3268,1.295877339
3269,1.295821206
3270,1.295765073
3271,1.29570894
3272,1.295652807
3273,1.295596674
3274,1.295540541
3275,1.295484407
3276,1.295428274
3277,1.295372141
3278,1.295316008
3279,1.295259875
3280,1.295203742
3281,1.295147609
3282,1.295091476
3283,1.295035343
3284,1.29497921
3285,1.294923077
3286,1.294866944
3287,1.294810811
3288,1.294754678
3289,1.294698545
3290,1.294642412
3291,1.294586279
3292,1.294530146
3293,1.294474012
3294,1.294417879
3295,1.294361746
3296,1.294305613
3297,1.29424948
3298,1.294193347
3299,1.294137214
3300,1.294081081
3301,1.294024948
3302,1.293968815
3303,1.293912682
3304,1.293856549
3305,1.293800416
3306,1.293744283
3307,1.29368815
3308,1.293632017
3309,1.293575884
3310,1.293519751
3311,1.293463617
3312,1.293407484
3313,1.293351351
3314,1.293295218
3315,1.293239085
3316,1.293182952
3317,1.293126819
3318,1.293070686
3319,1.293014553
3320,1.29295842
3321,1.292902287
3322,1.292846154
3323,1.292790021
3324,1.292733888
3325,1.292677755
3326,1.292621622
3327,1.292565489
3328,1.292509356
3329,1.292453222
3330,1.292397089
3331,1.292340956
3332,1.292284823
3333,1.29222869
3334,1.292172557
3335,1.292116424
3336,1.292060291
3337,1.292004158
3338,1.291948025
3339,1.291891892
3340,1.291835759
3341,1.291779626
3342,1.291723493
3343,1.29166736
3344,1.291611227
3345,1.291555094
3346,1.29149896
3347,1.291442827
3348,1.291386694
3349,1.291330561
3350,1.291274428
3351,1.291218295
3352,1.291162162
3353,1.291106029
3354,1.291049896
3355,1.290993763
3356,1.29093763
3357,1.290881497
3358,1.290825364
3359,1.290769231
3360,1.290713098
3361,1.290656965
3362,1.290600832
3363,1.290544699
3364,1.290488565
3365,1.290432432
3366,1.290376299
3367,1.290320166
3368,1.290264033
3369,1.2902079
3370,1.290151767
3371,1.290095634
3372,1.290039501
3373,1.289983368
3374,1.289927235
3375,1.289871102
3376,1.289814969
3377,1.289758836
3378,1.289702703
3379,1.28964657
3380,1.289590437
3381,1.289534304
3382,1.28947817
3383,1.289422037
3384,1.289365904
3385,1.289309771
3386,1.289253638
3387,1.289197505
3388,1.289141372
3389,1.289085239
3390,1.289029106
3391,1.288972973
3392,1.28891684
3393,1.288860707
3394,1.288804574
3395,1.288748441
3396,1.288692308
3397,1.288636175
3398,1.288580042
3399,1.288523909
3400,1.288467775
3401,1.288411642
3402,1.288355509
3403,1.288299376
3404,1.288243243
3405,1.28818711
3406,1.288130977
3407,1.288074844
3408,1.288018711
3409,1.287962578
3410,1.287906445
3411,1.287850312
3412,1.287794179
3413,1.287738046
3414,1.287681913
3415,1.28762578
3416,1.287569647
3417,1.287513514
3418,1.28745738
3419,1.287401247
3420,1.287345114
3421,1.287288981
3422,1.287232848
3423,1.287176715
3424,1.287120582
3425,1.287064449
3426,1.287008316
3427,1.286952183
3428,1.28689605
3429,1.286839917
3430,1.286783784
3431,1.286727651
3432,1.286671518
3433,1.286615385
3434,1.286559252
3435,1.286503119
3436,1.286446985
3437,1.286390852
3438,1.286334719
3439,1.286278586
3440,1.286222453
3441,1.28616632
3442,1.286110187
3443,1.286054054
3444,1.285997921
3445,1.285941788
3446,1.285885655
3447,1.285829522
3448,1.285773389
3449,1.285717256
3450,1.285661123
3451,1.28560499
3452,1.285548857
3453,1.285492723
3454,1.28543659
3455,1.285380457
3456,1.285324324
3457,1.285268191
3458,1.285212058
3459,1.285155925
3460,1.285099792
3461,1.285043659
3462,1.284987526
3463,1.284931393
3464,1.28487526
3465,1.284819127
3466,1.284762994
3467,1.284706861
3468,1.284650728
3469,1.284594595
3470,1.284538462
3471,1.284482328
3472,1.284426195
3473,1.284370062
3474,1.284313929
3475,1.284257796
3476,1.284201663
3477,1.28414553
3478,1.284089397
3479,1.284033264
3480,1.283977131
3481,1.283920998
3482,1.283864865
3483,1.283808732
3484,1.283752599
3485,1.283696466
3486,1.283640333
3487,1.2835842
3488,1.283528067
3489,1.283471933
3490,1.2834158
3491,1.283359667
3492,1.283303534
3493,1.283247401
3494,1.283191268
3495,1.283135135
3496,1.283079002
3497,1.283022869
3498,1.282966736
3499,1.282910603
3500,1.28285447
3501,1.282798337
3502,1.282742204
3503,1.282686071
3504,1.282629938
3505,1.282573805
3506,1.282517672
3507,1.282461538
3508,1.282405405
3509,1.282349272
3510,1.282293139
3511,1.282237006
3512,1.282180873
3513,1.28212474
3514,1.282068607
3515,1.282012474
3516,1.281956341
3517,1.281900208
3518,1.281844075
3519,1.281787942
3520,1.281731809
3521,1.281675676
3522,1.281619543
3523,1.28156341
3524,1.281507277
3525,1.281451143
3526,1.28139501
3527,1.281338877
3528,1.281282744
3529,1.281226611
3530,1.281170478
3531,1.281114345
3532,1.281058212
3533,1.281002079
3534,1.280945946
3535,1.280889813
3536,1.28083368
3537,1.280777547
3538,1.280721414
3539,1.280665281
3540,1.280609148
3541,1.280553015
3542,1.280496881
3543,1.280440748
3544,1.280384615
3545,1.280328482
3546,1.280272349
3547,1.280216216
3548,1.280160083
3549,1.28010395
3550,1.280047817
3551,1.279991684
3552,1.279935551
3553,1.279879418
3554,1.279823285
3555,1.279767152
3556,1.279711019
3557,1.279654886
3558,1.279598753
3559,1.27954262
3560,1.279486486
3561,1.279430353
3562,1.27937422
3563,1.279318087
3564,1.279261954
3565,1.279205821
3566,1.279149688
3567,1.279093555
3568,1.279037422
3569,1.278981289
3570,1.278925156
3571,1.278869023
3572,1.27881289
3573,1.278756757
3574,1.278700624
3575,1.278644491
3576,1.278588358
3577,1.278532225
3578,1.278476091
3579,1.278419958
3580,1.278363825
3581,1.278307692
3582,1.278251559
3583,1.278195426
3584,1.278139293
3585,1.27808316
3586,1.278027027
3587,1.277970894
3588,1.277914761
3589,1.277858628
3590,1.277802495
3591,1.277746362
3592,1.277690229
3593,1.277634096
3594,1.277577963
3595,1.27752183
3596,1.277465696
3597,1.277409563
3598,1.27735343
3599,1.277297297
3600,1.277241164
3601,1.277185031
3602,1.277128898
3603,1.277072765
3604,1.277016632
3605,1.276960499
3606,1.276904366
3607,1.276848233
3608,1.2767921
3609,1.276735967
3610,1.276679834
3611,1.276623701
3612,1.276567568
3613,1.276511435
3614,1.276455301
3615,1.276399168
3616,1.276343035
3617,1.276286902
3618,1.276230769
3619,1.276174636
3620,1.276118503
3621,1.27606237
3622,1.276006237
3623,1.275950104
3624,1.275893971
3625,1.275837838
3626,1.275781705
3627,1.275725572
3628,1.275669439
3629,1.275613306
3630,1.275557173
3631,1.27550104
3632,1.275444906
3633,1.275388773
3634,1.27533264
3635,1.275276507
3636,1.275220374
3637,1.275164241
3638,1.275108108
3639,1.275051975
3640,1.274995842
3641,1.274939709
3642,1.274883576
3643,1.274827443
3644,1.27477131
3645,1.274715177
3646,1.274659044
3647,1.274602911
3648,1.274546778
3649,1.274490644
3650,1.274434511
3651,1.274378378
3652,1.274322245
3653,1.274266112
3654,1.274209979
3655,1.274153846
3656,1.274097713
3657,1.27404158
3658,1.273985447
3659,1.273929314
3660,1.273873181
3661,1.273817048
3662,1.273760915
3663,1.273704782
3664,1.273648649
3665,1.273592516
3666,1.273536383
3667,1.273480249
3668,1.273424116
3669,1.273367983
3670,1.27331185
3671,1.273255717
3672,1.273199584
3673,1.273143451
3674,1.273087318
3675,1.273031185
3676,1.272975052
3677,1.272918919
3678,1.272862786
3679,1.272806653
3680,1.27275052
3681,1.272694387
3682,1.272638254
3683,1.272582121
3684,1.272525988
3685,1.272469854
3686,1.272413721
3687,1.272357588
3688,1.272301455
3689,1.272245322
3690,1.272189189
3691,1.272133056
3692,1.272076923
3693,1.27202079
3694,1.271964657
3695,1.271908524
3696,1.271852391
3697,1.271796258
3698,1.271740125
3699,1.271683992
3700,1.271627859
3701,1.271571726
3702,1.271515593
3703,1.271459459
3704,1.271403326
3705,1.271347193
3706,1.27129106
3707,1.271234927
3708,1.271178794
3709,1.271122661
3710,1.271066528
3711,1.271010395
3712,1.270954262
3713,1.270898129
3714,1.270841996
3715,1.270785863
3716,1.27072973
3717,1.270673597
3718,1.270617464
3719,1.270561331
3720,1.270505198
3721,1.270449064
3722,1.270392931
3723,1.270336798
3724,1.270280665
3725,1.270224532
3726,1.270168399
3727,1.270112266
3728,1.270056133
3729,1.27
3730,1.269943867
3731,1.269887734
3732,1.269831601
3733,1.269775468
3734,1.269719335
3735,1.269663202
3736,1.269607069
3737,1.269550936
3738,1.269494802
3739,1.269438669
3740,1.269382536
3741,1.269326403
3742,1.26927027
3743,1.269214137
3744,1.269158004
3745,1.269101871
3746,1.269045738
3747,1.268989605
3748,1.268933472
3749,1.268877339
3750,1.268821206
3751,1.268765073
3752,1.26870894
3753,1.268652807
3754,1.268596674
3755,1.268540541
3756,1.268484407
3757,1.268428274
3758,1.268372141
3759,1.268316008
3760,1.268259875
3761,1.268203742
3762,1.268147609
3763,1.268091476
3764,1.268035343
3765,1.26797921
3766,1.267923077
3767,1.267866944
3768,1.267810811
3769,1.267754678
3770,1.267698545
3771,1.267642412
3772,1.267586279
3773,1.267530146
3774,1.267474012
3775,1.267417879
3776,1.267361746
3777,1.267305613
3778,1.26724948
3779,1.267193347
3780,1.267137214
3781,1.267081081
3782,1.267024948
3783,1.266968815
3784,1.266912682
3785,1.266856549
3786,1.266800416
3787,1.266744283
3788,1.26668815
3789,1.266632017
3790,1.266575884
3791,1.266519751
3792,1.266463617
3793,1.266407484
3794,1.266351351
3795,1.266295218
3796,1.266239085
3797,1.266182952
3798,1.266126819
3799,1.266070686
3800,1.266014553
3801,1.26595842
3802,1.265902287
3803,1.265846154
3804,1.265790021
3805,1.265733888
3806,1.265677755
3807,1.265621622
3808,1.265565489
3809,1.265509356
3810,1.265453222
3811,1.265397089
3812,1.265340956
3813,1.265284823
3814,1.26522869
3815,1.265172557
3816,1.265116424
3817,1.265060291
3818,1.265004158
3819,1.264948025
3820,1.264891892
3821,1.264835759
3822,1.264779626
3823,1.264723493
3824,1.26466736
3825,1.264611227
3826,1.264555094
3827,1.26449896
3828,1.264442827
3829,1.264386694
3830,1.264330561
3831,1.264274428
3832,1.264218295
3833,1.264162162
3834,1.264106029
3835,1.264049896
3836,1.263993763
3837,1.26393763
3838,1.263881497
3839,1.263825364
3840,1.263769231
3841,1.263713098
3842,1.263656965
3843,1.263600832
3844,1.263544699
3845,1.263488565
3846,1.263432432
3847,1.263376299
3848,1.263320166
3849,1.263264033
3850,1.2632079
3851,1.263151767
3852,1.263095634
3853,1.263039501
3854,1.262983368
3855,1.262927235
3856,1.262871102
3857,1.262814969
3858,1.262758836
3859,1.262702703
3860,1.26264657
3861,1.262590437
3862,1.262534304
3863,1.26247817
3864,1.262422037
3865,1.262365904
3866,1.262309771
3867,1.262253638
3868,1.262197505
3869,1.262141372
3870,1.262085239
3871,1.262029106
3872,1.261972973
3873,1.26191684
3874,1.261860707
3875,1.261804574
3876,1.261748441
3877,1.261692308
3878,1.261636175
3879,1.261580042
3880,1.261523909
3881,1.261467775
3882,1.261411642
3883,1.261355509
3884,1.261299376
3885,1.261243243
3886,1.26118711
3887,1.261130977
3888,1.261074844
3889,1.261018711
3890,1.260962578
3891,1.260906445
3892,1.260850312
3893,1.260794179
3894,1.260738046
3895,1.260681913
3896,1.26062578
3897,1.260569647
3898,1.260513514
3899,1.26045738
3900,1.260401247
3901,1.260345114
3902,1.260288981
3903,1.260232848
3904,1.260176715
3905,1.260120582
3906,1.260064449
3907,1.260008316
3908,1.259952183
3909,1.25989605
3910,1.259839917
3911,1.259783784
3912,1.259727651
3913,1.259671518
3914,1.259615385
3915,1.259559252
3916,1.259503119
3917,1.259446985
3918,1.259390852
3919,1.259334719
3920,1.259278586
3921,1.259222453
3922,1.25916632
3923,1.259110187
3924,1.259054054
3925,1.258997921
3926,1.258941788
3927,1.258885655
3928,1.258829522
3929,1.258773389
3930,1.258717256
3931,1.258661123
3932,1.25860499
3933,1.258548857
3934,1.258492723
3935,1.25843659
3936,1.258380457
3937,1.258324324
3938,1.258268191
3939,1.258212058
3940,1.258155925
3941,1.258099792
3942,1.258043659
3943,1.257987526
3944,1.257931393
3945,1.25787526
3946,1.257819127
3947,1.257762994
3948,1.257706861
3949,1.257650728
3950,1.257594595
3951,1.257538462
3952,1.257482328
3953,1.257426195
3954,1.257370062
3955,1.257313929
3956,1.257257796
3957,1.257201663
3958,1.25714553
3959,1.257089397
3960,1.257033264
3961,1.256977131
3962,1.256920998
3963,1.256864865
3964,1.256808732
3965,1.256752599
3966,1.256696466
3967,1.256640333
3968,1.2565842
3969,1.256528067
3970,1.256471933
3971,1.2564158
3972,1.256359667
3973,1.256303534
3974,1.256247401
3975,1.256191268
3976,1.256135135
3977,1.256079002
3978,1.256022869
3979,1.255966736
3980,1.255910603
3981,1.25585447
3982,1.255798337
3983,1.255742204
3984,1.255686071
3985,1.255629938
3986,1.255573805
3987,1.255517672
3988,1.255461538
3989,1.255405405
3990,1.255349272
3991,1.255293139
3992,1.255237006
3993,1.255180873
3994,1.25512474
3995,1.255068607
3996,1.255012474
3997,1.254956341
3998,1.254900208
3999,1.254844075
4000,1.254787942
4001,1.254731809
4002,1.254675676
4003,1.254619543
4004,1.25456341
4005,1.254507277
4006,1.254451143
4007,1.25439501
4008,1.254338877
4009,1.254282744
4010,1.254226611
4011,1.254170478
4012,1.254114345
4013,1.254058212
4014,1.254002079
4015,1.253945946
4016,1.253889813
4017,1.25383368
4018,1.253777547
4019,1.253721414
4020,1.253665281
4021,1.253609148
4022,1.253553015
4023,1.253496881
4024,1.253440748
4025,1.253384615
4026,1.253328482
4027,1.253272349
4028,1.253216216
4029,1.253160083
4030,1.25310395
4031,1.253047817
4032,1.252991684
4033,1.252935551
4034,1.252879418
4035,1.252823285
4036,1.252767152
4037,1.252711019
4038,1.252654886
4039,1.252598753
4040,1.25254262
4041,1.252486486
4042,1.252430353
4043,1.25237422
4044,1.252318087
4045,1.252261954
4046,1.252205821
4047,1.252149688
4048,1.252093555
4049,1.252037422
4050,1.251981289
4051,1.251925156
4052,1.251869023
4053,1.25181289
4054,1.251756757
4055,1.251700624
4056,1.251644491
4057,1.251588358
4058,1.251532225
4059,1.251476091
4060,1.251419958
4061,1.251363825
4062,1.251307692
4063,1.251251559
4064,1.251195426
4065,1.251139293
4066,1.25108316
4067,1.251027027
4068,1.250970894
4069,1.250914761
4070,1.250858628
4071,1.250802495
4072,1.250746362
4073,1.250690229
4074,1.250634096
4075,1.250577963
4076,1.25052183
4077,1.250465696
4078,1.250409563
4079,1.25035343
4080,1.250297297
4081,1.250241164
4082,1.250185031
4083,1.250128898
4084,1.250072765
4085,1.250016632
4086,1.249960499
4087,1.249904366
4088,1.249848233
4089,1.2497921
4090,1.249735967
4091,1.249679834
4092,1.249623701
4093,1.249567568
4094,1.249511435
4095,1.249455301
4096,1.249399168
4097,1.249343035
4098,1.249286902
4099,1.249230769
4100,1.249174636
4101,1.249118503
4102,1.24906237
4103,1.249006237
4104,1.248950104
4105,1.248893971
4106,1.248837838
4107,1.248781705
4108,1.248725572
4109,1.248669439
4110,1.248613306
4111,1.248557173
4112,1.24850104
4113,1.248444906
4114,1.248388773
4115,1.24833264
4116,1.248276507
4117,1.248220374
4118,1.248164241
4119,1.248108108
4120,1.248051975
4121,1.247995842
4122,1.247939709
4123,1.247883576
4124,1.247827443
4125,1.24777131
4126,1.247715177
4127,1.247659044
4128,1.247602911
4129,1.247546778
4130,1.247490644
4131,1.247434511
4132,1.247378378
4133,1.247322245
4134,1.247266112
4135,1.247209979
4136,1.247153846
4137,1.247097713
4138,1.24704158
4139,1.246985447
4140,1.246929314
4141,1.246873181
4142,1.246817048
4143,1.246760915
4144,1.246704782
4145,1.246648649
4146,1.246592516
4147,1.246536383
4148,1.246480249
4149,1.246424116
4150,1.246367983
4151,1.24631185
4152,1.246255717
4153,1.246199584
4154,1.246143451
4155,1.246087318
4156,1.246031185
4157,1.245975052
4158,1.245918919
4159,1.245862786
4160,1.245806653
4161,1.24575052
4162,1.245694387
4163,1.245638254
4164,1.245582121
4165,1.245525988
4166,1.245469854
4167,1.245413721
4168,1.245357588
4169,1.245301455
4170,1.245245322
4171,1.245189189
4172,1.245133056
4173,1.245076923
4174,1.24502079
4175,1.244964657
4176,1.244908524
4177,1.244852391
4178,1.244796258
4179,1.244740125
4180,1.244683992
4181,1.244627859
4182,1.244571726
4183,1.244515593
4184,1.244459459
4185,1.244403326
4186,1.244347193
4187,1.24429106
4188,1.244234927
4189,1.244178794
4190,1.244122661
4191,1.244066528
4192,1.244010395
4193,1.243954262
4194,1.243898129
4195,1.243841996
4196,1.243785863
4197,1.24372973
4198,1.243673597
4199,1.243617464
4200,1.243561331
4201,1.243505198
4202,1.243449064
4203,1.243392931
4204,1.243336798
4205,1.243280665
4206,1.243224532
4207,1.243168399
4208,1.243112266
4209,1.243056133
4210,1.243
4211,1.242943867
4212,1.242887734
4213,1.242831601
4214,1.242775468
4215,1.242719335
4216,1.242663202
4217,1.242607069
4218,1.242550936
4219,1.242494802
4220,1.242438669
4221,1.242382536
4222,1.242326403
4223,1.24227027
4224,1.242214137
4225,1.242158004
4226,1.242101871
4227,1.242045738
4228,1.241989605
4229,1.241933472
4230,1.241877339
4231,1.241821206
4232,1.241765073
4233,1.24170894
4234,1.241652807
4235,1.241596674
4236,1.241540541
4237,1.241484407
4238,1.241428274
4239,1.241372141
4240,1.241316008
4241,1.241259875
4242,1.241203742
4243,1.241147609
4244,1.241091476
4245,1.241035343
4246,1.24097921
4247,1.240923077
4248,1.240866944
4249,1.240810811
4250,1.240754678
4251,1.240698545
4252,1.240642412
4253,1.240586279
4254,1.240530146
4255,1.240474012
4256,1.240417879
4257,1.240361746
4258,1.240305613
4259,1.24024948
4260,1.240193347
4261,1.240137214
4262,1.240081081
4263,1.240024948
4264,1.239968815
4265,1.239912682
4266,1.239856549
4267,1.239800416
4268,1.239744283
4269,1.23968815
4270,1.239632017
4271,1.239575884
4272,1.239519751
4273,1.239463617
4274,1.239407484
4275,1.239351351
4276,1.239295218
4277,1.239239085
4278,1.239182952
4279,1.239126819
4280,1.239070686
4281,1.239014553
4282,1.23895842
4283,1.238902287
4284,1.238846154
4285,1.238790021
4286,1.238733888
4287,1.238677755
4288,1.238621622
4289,1.238565489
4290,1.238509356
4291,1.238453222
4292,1.238397089
4293,1.238340956
4294,1.238284823
4295,1.23822869
4296,1.238172557
4297,1.238116424
4298,1.238060291
4299,1.238004158
4300,1.237948025
4301,1.237891892
4302,1.237835759
4303,1.237779626
4304,1.237723493
4305,1.23766736
4306,1.237611227
4307,1.237555094
4308,1.23749896
4309,1.237442827
4310,1.237386694
4311,1.237330561
4312,1.237274428
4313,1.237218295
4314,1.237162162
4315,1.237106029
4316,1.237049896
4317,1.236993763
4318,1.23693763
4319,1.236881497
4320,1.236825364
4321,1.236769231
4322,1.236713098
4323,1.236656965
4324,1.236600832
4325,1.236544699
4326,1.236488565
4327,1.236432432
4328,1.236376299
4329,1.236320166
4330,1.236264033
4331,1.2362079
4332,1.236151767
4333,1.236095634
4334,1.236039501
4335,1.235983368
4336,1.235927235
4337,1.235871102
4338,1.235814969
4339,1.235758836
4340,1.235702703
4341,1.23564657
4342,1.235590437
4343,1.235534304
4344,1.23547817
4345,1.235422037
4346,1.235365904
4347,1.235309771
4348,1.235253638
4349,1.235197505
4350,1.235141372
4351,1.235085239
4352,1.235029106
4353,1.234972973
4354,1.23491684
4355,1.234860707
4356,1.234804574
4357,1.234748441
4358,1.234692308
4359,1.234636175
4360,1.234580042
4361,1.234523909
4362,1.234467775
4363,1.234411642
4364,1.234355509
4365,1.234299376
4366,1.234243243
4367,1.23418711
4368,1.234130977
4369,1.234074844
4370,1.234018711
4371,1.233962578
4372,1.233906445
4373,1.233850312
4374,1.233794179
4375,1.233738046
4376,1.233681913
4377,1.23362578
4378,1.233569647
4379,1.233513514
4380,1.23345738
4381,1.233401247
4382,1.233345114
4383,1.233288981
4384,1.233232848
4385,1.233176715
4386,1.233120582
4387,1.233064449
4388,1.233008316
4389,1.232952183
4390,1.23289605
4391,1.232839917
4392,1.232783784
4393,1.232727651
4394,1.232671518
4395,1.232615385
4396,1.232559252
4397,1.232503119
4398,1.232446985
4399,1.232390852
4400,1.232334719
4401,1.232278586
4402,1.232222453
4403,1.23216632
4404,1.232110187
4405,1.232054054
4406,1.231997921
4407,1.231941788
4408,1.231885655
4409,1.231829522
4410,1.231773389
4411,1.231717256
4412,1.231661123
4413,1.23160499
4414,1.231548857
4415,1.231492723
4416,1.23143659
4417,1.231380457
4418,1.231324324
4419,1.231268191
4420,1.231212058
4421,1.231155925
4422,1.231099792
4423,1.231043659
4424,1.230987526
4425,1.230931393
4426,1.23087526
4427,1.230819127
4428,1.230762994
4429,1.230706861
4430,1.230650728
4431,1.230594595
4432,1.230538462
4433,1.230482328
4434,1.230426195
4435,1.230370062
4436,1.230313929
4437,1.230257796
4438,1.230201663
4439,1.23014553
4440,1.230089397
4441,1.230033264
4442,1.229977131
4443,1.229920998
4444,1.229864865
4445,1.229808732
4446,1.229752599
4447,1.229696466
4448,1.229640333
4449,1.2295842
4450,1.229528067
4451,1.229471933
4452,1.2294158
4453,1.229359667
4454,1.229303534
4455,1.229247401
4456,1.229191268
4457,1.229135135
4458,1.229079002
4459,1.229022869
4460,1.228966736
4461,1.228910603
4462,1.22885447
4463,1.228798337
4464,1.228742204
4465,1.228686071
4466,1.228629938
4467,1.228573805
4468,1.228517672
4469,1.228461538
4470,1.228405405
4471,1.228349272
4472,1.228293139
4473,1.228237006
4474,1.228180873
4475,1.22812474
4476,1.228068607
4477,1.228012474
4478,1.227956341
4479,1.227900208
4480,1.227844075
4481,1.227787942
4482,1.227731809
4483,1.227675676
4484,1.227619543
4485,1.22756341
4486,1.227507277
4487,1.227451143
4488,1.22739501
4489,1.227338877
4490,1.227282744
4491,1.227226611
4492,1.227170478
4493,1.227114345
4494,1.227058212
4495,1.227002079
4496,1.226945946
4497,1.226889813
4498,1.22683368
4499,1.226777547
4500,1.226721414
4501,1.226665281
4502,1.226609148
4503,1.226553015
4504,1.226496881
4505,1.226440748
4506,1.226384615
4507,1.226328482
4508,1.226272349
4509,1.226216216
4510,1.226160083
4511,1.22610395
4512,1.226047817
4513,1.225991684
4514,1.225935551
4515,1.225879418
4516,1.225823285
4517,1.225767152
4518,1.225711019
4519,1.225654886
4520,1.225598753
4521,1.22554262
4522,1.225486486
4523,1.225430353
4524,1.22537422
4525,1.225318087
4526,1.225261954
4527,1.225205821
4528,1.225149688
4529,1.225093555
4530,1.225037422
4531,1.224981289
4532,1.224925156
4533,1.224869023
4534,1.22481289
4535,1.224756757
4536,1.224700624
4537,1.224644491
4538,1.224588358
4539,1.224532225
4540,1.224476091
4541,1.224419958
4542,1.224363825
4543,1.224307692
4544,1.224251559
4545,1.224195426
4546,1.224139293
4547,1.22408316
4548,1.224027027
4549,1.223970894
4550,1.223914761
4551,1.223858628
4552,1.223802495
4553,1.223746362
4554,1.223690229
4555,1.223634096
4556,1.223577963
4557,1.22352183
4558,1.223465696
4559,1.223409563
4560,1.22335343
4561,1.223297297
4562,1.223241164
4563,1.223185031
4564,1.223128898
4565,1.223072765
4566,1.223016632
4567,1.222960499
4568,1.222904366
4569,1.222848233
4570,1.2227921
4571,1.222735967
4572,1.222679834
4573,1.222623701
4574,1.222567568
4575,1.222511435
4576,1.222455301
4577,1.222399168
4578,1.222343035
4579,1.222286902
4580,1.222230769
4581,1.222174636
4582,1.222118503
4583,1.22206237
4584,1.222006237
4585,1.221950104
4586,1.221893971
4587,1.221837838
4588,1.221781705
4589,1.221725572
4590,1.221669439
4591,1.221613306
4592,1.221557173
4593,1.22150104
4594,1.221444906
4595,1.221388773
4596,1.22133264
4597,1.221276507
4598,1.221220374
4599,1.221164241
4600,1.221108108
4601,1.221051975
4602,1.220995842
4603,1.220939709
4604,1.220883576
4605,1.220827443
4606,1.22077131
4607,1.220715177
4608,1.220659044
4609,1.220602911
4610,1.220546778
4611,1.220490644
4612,1.220434511
4613,1.220378378
4614,1.220322245
4615,1.220266112
4616,1.220209979
4617,1.220153846
4618,1.220097713
4619,1.22004158
4620,1.219985447
4621,1.219929314
4622,1.219873181
4623,1.219817048
4624,1.219760915
4625,1.219704782
4626,1.219648649
4627,1.219592516
4628,1.219536383
4629,1.219480249
4630,1.219424116
4631,1.219367983
4632,1.21931185
4633,1.219255717
4634,1.219199584
4635,1.219143451
4636,1.219087318
4637,1.219031185
4638,1.218975052
4639,1.218918919
4640,1.218862786
4641,1.218806653
4642,1.21875052
4643,1.218694387
4644,1.218638254
4645,1.218582121
4646,1.218525988
4647,1.218469854
4648,1.218413721
4649,1.218357588
4650,1.218301455
4651,1.218245322
4652,1.218189189
4653,1.218133056
4654,1.218076923
4655,1.21802079
4656,1.217964657
4657,1.217908524
