"","DIST","LITTO","MANG","RAIN","UNKN","WETL","Cal_yrs_BP","Site"
"94",16.8032786885246,4.09836065573771,40.1639344262295,15.1639344262295,20.9016393442623,2.86885245901639,7435,"Ngofe Marsh"
"95",3.68622162283659,34.4965160710272,43.4367273544617,0,16.7959091930771,1.58462575859744,1190,"Finemui Swamp"
"96",27.1784232365145,1.86721991701245,17.4273858921162,37.9668049792531,14.9377593360996,0.622406639004149,5132,"Ngofe Marsh"
"97",20.8333333333333,7.29166666666667,28.125,34.375,9.375,0,6026,"Ngofe Marsh"
"98",37.7319587628866,2.88659793814433,7.62886597938144,22.2680412371134,29.4845360824742,0,4850,"Ngofe Marsh"
"99",54.9450549450549,23.0769230769231,4.3956043956044,2.1978021978022,13.1868131868132,2.1978021978022,1233,"Ngofe Marsh"
"100",27.7310924369748,4.20168067226891,38.655462184874,21.0084033613445,8.40336134453782,0,6285,"Ngofe Marsh"
"101",12.3376623376623,5.84415584415584,44.1558441558442,26.6233766233766,11.038961038961,0,6098,"Ngofe Marsh"
"102",10.6818181818182,32.0454545454545,17.0454545454545,3.40909090909091,25.4545454545454,11.3636363636364,2249,"Avaiovuna Swamp"
"103",0,21.2272149215769,64.8897838066978,0,13.8830012717253,0,1689,"Lotofoa Swamp"
"104",10.4972375690608,13.2596685082873,25.9668508287293,41.9889502762431,8.28729281767956,0,5941,"Ngofe Marsh"
"105",35.1617440225035,18.9873417721519,0.984528832630098,1.26582278481013,34.8804500703235,8.72011251758087,2213,"Ngofe Marsh"
"106",9.55752212389381,18.9380530973451,13.6283185840708,6.01769911504425,12.7433628318584,39.1150442477876,1481,"Avaiovuna Swamp"
"107",17.3913043478261,30.6521739130435,15,0.217391304347826,15,21.7391304347826,333,"Avaiovuna Swamp"
"108",8.97583429228999,19.102416570771,1.61104718066743,0.805523590333717,12.7733026467204,56.7318757192175,-47,"Avaiovuna Swamp"
"109",8.77862595419847,25.5725190839695,16.9847328244275,0,27.4809160305343,21.1832061068702,1102,"Avaiovuna Swamp"
"110",15.3361344537815,28.781512605042,14.2857142857143,1.47058823529412,23.5294117647059,16.5966386554622,2633,"Avaiovuna Swamp"
"111",4.54545454545455,30.0699300699301,13.6363636363636,0.524475524475524,23.6013986013986,27.6223776223776,718,"Avaiovuna Swamp"
"112",19.3289752694513,17.6351020715442,5.2384597046387,0,33.3366792556996,24.4607836986662,696,"Finemui Swamp"
"113",8.8495575221239,39.8230088495575,13.2743362831858,0,35.3982300884956,2.65486725663717,4381,"Avaiovuna Swamp"
"114",14.0552995391705,32.0276497695853,25.3456221198157,2.53456221198157,18.4331797235023,7.6036866359447,1860,"Avaiovuna Swamp"
"115",6.79611650485437,43.6893203883495,3.88349514563107,1.94174757281553,37.8640776699029,5.8252427184466,4820,"Avaiovuna Swamp"
"116",8.8,24.8,6.4,5.6,28.8,25.6,3949,"Avaiovuna Swamp"
"117",0,5.12280338220142,45.8749920855566,0,46.1184691451826,2.88373538705945,1363,"Finemui Swamp"
"118",4.08030243775257,16.112631990614,7.49576326424195,0,30.2437752574632,42.0675270499283,768,"Lotofoa Swamp"
"119",9.375,26.5625,1.5625,0,35.9375,26.5625,3074,"Avaiovuna Swamp"
"120",0,8.4985835694051,55.8020204179806,3.77892992677321,31.920466085841,0,2931,"Finemui Swamp"
"121",8.24383940109621,8.45327748317811,41.6113363932089,0,39.4367452430819,2.25480147943496,1712,"Finemui Swamp"
"122",0.622784810126582,8.0253164556962,41.0481012658228,2.85063291139241,46.2582278481013,1.19493670886076,2056,"Finemui Swamp"
"123",7.39940588711855,25.1957871995679,29.8676748582231,8.31758034026465,21.4960842560086,7.72346745881717,5167,"Finemui Swamp"
